Quarter,Department,Location,Category,Budgeted_Amount,Actual_Spending
Q1 2023,Marketing,Chicago,Security,221984,395575
Q1 2023,Marketing,Chicago,Catering,898059,563686
Q1 2023,Marketing,Chicago,Transportation,857748,837009
Q1 2023,Marketing,Chicago,Legal Fees,783355,422455
Q1 2023,Marketing,Dallas,Salaries,265512,800517
Q1 2023,Marketing,Dallas,Office Supplies,602863,385914
Q1 2023,Marketing,Dallas,Travel,269799,547782
Q1 2023,Marketing,Dallas,Training,238549,922606
Q1 2023,Marketing,Dallas,Equipment,595319,771936
Q1 2023,Marketing,Dallas,Utilities,994933,791843
Q1 2023,Marketing,Dallas,Miscellaneous,485299,867850
Q1 2023,Marketing,Dallas,Marketing,613210,638033
Q1 2023,Marketing,Dallas,Consulting,449982,895629
Q1 2023,Marketing,Dallas,Maintenance,125046,621301
Q1 2023,Marketing,Dallas,Software Licenses,407619,21674
Q1 2023,Marketing,Dallas,Healthcare,33097,395613
Q1 2023,Marketing,Dallas,Security,997161,536688
Q1 2023,Marketing,Dallas,Catering,667326,922051
Q1 2023,Marketing,Dallas,Transportation,650150,866647
Q1 2023,Marketing,Dallas,Legal Fees,231229,472569
Q1 2023,Marketing,Boston,Salaries,119834,680975
Q1 2023,Marketing,Boston,Office Supplies,94848,740660
Q1 2023,Marketing,Boston,Travel,53921,619436
Q1 2023,Marketing,Boston,Training,706086,106536
Q1 2023,Marketing,Boston,Equipment,651429,412906
Q1 2023,Marketing,Boston,Utilities,706660,455840
Q1 2023,Marketing,Boston,Miscellaneous,285821,136597
Q1 2023,Marketing,Boston,Marketing,56609,437221
Q1 2023,Marketing,Boston,Consulting,228897,485877
Q1 2023,Marketing,Boston,Maintenance,975165,976215
Q1 2023,Marketing,Boston,Software Licenses,32024,1016382
Q1 2023,Marketing,Boston,Healthcare,71313,636661
Q1 2023,Marketing,Boston,Security,390957,276036
Q1 2023,Marketing,Boston,Catering,185078,358862
Q1 2023,Marketing,Boston,Transportation,358429,958074
Q1 2023,Marketing,Boston,Legal Fees,933842,26257
Q1 2023,Marketing,Los Angeles,Salaries,462243,858899
Q1 2023,Marketing,Los Angeles,Office Supplies,114632,63694
Q1 2023,Marketing,Los Angeles,Travel,998639,586393
Q1 2023,Marketing,Los Angeles,Training,938012,759001
Q1 2023,Marketing,Los Angeles,Equipment,252451,210499
Q1 2023,Marketing,Los Angeles,Utilities,4051,1018943
Q1 2023,Marketing,Los Angeles,Miscellaneous,705107,1359
Q1 2023,Marketing,Los Angeles,Marketing,377836,38161
Q1 2023,Marketing,Los Angeles,Consulting,612523,867952
Q1 2023,Marketing,Los Angeles,Maintenance,972525,802493
Q1 2023,Marketing,Los Angeles,Software Licenses,722772,361504
Q1 2023,Marketing,Los Angeles,Healthcare,190407,244750
Q1 2023,Marketing,Los Angeles,Security,450395,837
Q1 2023,Marketing,Los Angeles,Catering,950597,699192
Q1 2023,Marketing,Los Angeles,Transportation,463894,304364
Q1 2023,Marketing,Los Angeles,Legal Fees,212810,622331
Q1 2023,Marketing,Seattle,Salaries,958238,654468
Q1 2023,Marketing,Seattle,Office Supplies,728975,559688
Q1 2023,Marketing,Seattle,Travel,74523,704445
Q1 2023,Marketing,Seattle,Training,761463,718168
Q1 2023,Marketing,Seattle,Equipment,95476,525520
Q1 2023,Marketing,Seattle,Utilities,234841,786638
Q1 2023,Marketing,Seattle,Miscellaneous,804451,594775
Q1 2023,Marketing,Seattle,Marketing,871045,769376
Q1 2023,Marketing,Seattle,Consulting,223866,859179
Q1 2023,Marketing,Seattle,Maintenance,87672,883556
Q1 2023,Marketing,Seattle,Software Licenses,599135,186021
Q1 2023,Marketing,Seattle,Healthcare,345894,743800
Q1 2023,Marketing,Seattle,Security,735994,454200
Q1 2023,Marketing,Seattle,Catering,29251,853024
Q1 2023,Marketing,Seattle,Transportation,628769,296383
Q1 2023,Marketing,Seattle,Legal Fees,375710,1023497
Q1 2023,Marketing,Austin,Salaries,551233,701531
Q1 2023,Marketing,Austin,Office Supplies,878284,972577
Q1 2023,Marketing,Austin,Travel,33217,559831
Q1 2023,Marketing,Austin,Training,9308,200624
Q1 2023,Marketing,Austin,Equipment,269093,604891
Q1 2023,Marketing,Austin,Utilities,184062,22876
Q1 2023,Marketing,Austin,Miscellaneous,395366,242224
Q1 2023,Marketing,Austin,Marketing,745840,207184
Q1 2023,Marketing,Austin,Consulting,101235,251499
Q1 2023,Marketing,Austin,Maintenance,75740,874715
Q1 2023,Marketing,Austin,Software Licenses,379496,659123
Q1 2023,Marketing,Austin,Healthcare,854049,145738
Q1 2023,Marketing,Austin,Security,751201,891736
Q1 2023,Marketing,Austin,Catering,804328,164177
Q1 2023,Marketing,Austin,Transportation,918230,980707
Q1 2023,Marketing,Austin,Legal Fees,178247,214768
Q1 2023,Marketing,Miami,Salaries,664165,389188
Q1 2023,Marketing,Miami,Office Supplies,530525,295757
Q1 2023,Marketing,Miami,Travel,21056,978990
Q1 2023,Marketing,Miami,Training,177615,791744
Q1 2023,Marketing,Miami,Equipment,188628,251503
Q1 2023,Marketing,Miami,Utilities,639836,118707
Q1 2023,Marketing,Miami,Miscellaneous,374632,206391
Q1 2023,Marketing,Miami,Marketing,135415,394652
Q1 2023,Marketing,Miami,Consulting,407716,986261
Q1 2023,Marketing,Miami,Maintenance,447438,524669
Q1 2023,Marketing,Miami,Software Licenses,554663,798583
Q1 2023,Marketing,Miami,Healthcare,666022,628715
Q1 2023,Marketing,Miami,Security,542252,987484
Q1 2023,Marketing,Miami,Catering,638717,598397
Q1 2023,Marketing,Miami,Transportation,253764,668661
Q1 2023,Marketing,Miami,Legal Fees,715998,899945
Q1 2023,Marketing,Denver,Salaries,467882,37182
Q1 2023,Marketing,Denver,Office Supplies,741427,747514
Q1 2023,Marketing,Denver,Travel,513153,863019
Q1 2023,Marketing,Denver,Training,68215,1072717
Q1 2023,Marketing,Denver,Equipment,856474,406018
Q1 2023,Marketing,Denver,Utilities,145356,610908
Q1 2023,Marketing,Denver,Miscellaneous,204861,409716
Q1 2023,Marketing,Denver,Marketing,356612,735465
Q1 2023,Marketing,Denver,Consulting,455605,483875
Q1 2023,Marketing,Denver,Maintenance,10435,990803
Q1 2023,Marketing,Denver,Software Licenses,448556,513272
Q1 2023,Marketing,Denver,Healthcare,700438,328170
Q1 2023,Marketing,Denver,Security,866264,832399
Q1 2023,Marketing,Denver,Catering,576581,455381
Q1 2023,Marketing,Denver,Transportation,79781,68181
Q1 2023,Marketing,Denver,Legal Fees,192475,833942
Q1 2023,Operations,New York,Salaries,161196,279710
Q1 2023,Operations,New York,Office Supplies,227507,103216
Q1 2023,Operations,New York,Travel,307063,1097834
Q1 2023,Operations,New York,Training,765121,843453
Q1 2023,Operations,New York,Equipment,777665,352437
Q1 2023,Operations,New York,Utilities,691607,1029012
Q1 2023,Operations,New York,Miscellaneous,122172,428362
Q1 2023,Operations,New York,Marketing,357902,904082
Q1 2023,Operations,New York,Consulting,485963,178746
Q1 2023,Operations,New York,Maintenance,456968,944452
Q1 2023,Operations,New York,Software Licenses,319717,1080909
Q1 2023,Operations,New York,Healthcare,60101,895376
Q1 2023,Operations,New York,Security,496972,865699
Q1 2023,Operations,New York,Catering,289790,264303
Q1 2023,Operations,New York,Transportation,891617,119919
Q1 2023,Operations,New York,Legal Fees,548337,221940
Q1 2023,Operations,San Francisco,Salaries,735965,905731
Q1 2023,Operations,San Francisco,Office Supplies,361260,332722
Q1 2023,Operations,San Francisco,Travel,884811,283545
Q1 2023,Operations,San Francisco,Training,593673,443835
Q1 2023,Operations,San Francisco,Equipment,651419,1002720
Q1 2023,Operations,San Francisco,Utilities,434374,360067
Q1 2023,Operations,San Francisco,Miscellaneous,721777,911457
Q1 2023,Operations,San Francisco,Marketing,548577,664240
Q1 2023,Operations,San Francisco,Consulting,373370,1007047
Q1 2023,Operations,San Francisco,Maintenance,888225,690117
Q1 2023,Operations,San Francisco,Software Licenses,272967,359132
Q1 2023,Operations,San Francisco,Healthcare,192232,752040
Q1 2023,Operations,San Francisco,Security,305119,122092
Q1 2023,Operations,San Francisco,Catering,10540,91370
Q1 2023,Operations,San Francisco,Transportation,541652,485340
Q1 2023,Operations,San Francisco,Legal Fees,398827,996591
Q1 2023,Operations,Chicago,Salaries,552951,124591
Q1 2023,Operations,Chicago,Office Supplies,52991,965786
Q1 2023,Operations,Chicago,Travel,189751,516489
Q1 2023,Operations,Chicago,Training,367326,885607
Q1 2023,Operations,Chicago,Equipment,687337,757149
Q1 2023,Operations,Chicago,Utilities,619992,731081
Q1 2023,Operations,Chicago,Miscellaneous,50115,363270
Q1 2023,Operations,Chicago,Marketing,354151,147703
Q1 2023,Operations,Chicago,Consulting,744583,46508
Q1 2023,Operations,Chicago,Maintenance,192962,483957
Q1 2023,Operations,Chicago,Software Licenses,722747,134492
Q1 2023,Operations,Chicago,Healthcare,150143,494966
Q1 2023,Operations,Chicago,Security,715635,759329
Q1 2023,Operations,Chicago,Catering,990873,958442
Q1 2023,Operations,Chicago,Transportation,537226,735550
Q1 2023,Operations,Chicago,Legal Fees,953699,53824
Q1 2023,Operations,Dallas,Salaries,354824,542912
Q1 2023,Operations,Dallas,Office Supplies,5000,519334
Q1 2023,Operations,Dallas,Travel,726948,49726
Q1 2023,Operations,Dallas,Training,888474,275919
Q1 2023,Operations,Dallas,Equipment,356754,862109
Q1 2023,Operations,Dallas,Utilities,252492,682708
Q1 2023,Operations,Dallas,Miscellaneous,891123,363914
Q1 2023,Operations,Dallas,Marketing,500522,484591
Q1 2023,Operations,Dallas,Consulting,492072,694896
Q1 2023,Operations,Dallas,Maintenance,39304,62362
Q1 2023,Operations,Dallas,Software Licenses,505999,797066
Q1 2023,Operations,Dallas,Healthcare,332593,525928
Q1 2023,Operations,Dallas,Security,608274,735569
Q1 2023,Operations,Dallas,Catering,152836,32368
Q1 2023,Operations,Dallas,Transportation,109940,798078
Q1 2023,Operations,Dallas,Legal Fees,825926,662059
Q1 2023,Operations,Boston,Salaries,266517,611126
Q1 2023,Operations,Boston,Office Supplies,668521,957077
Q1 2023,Operations,Boston,Travel,622820,130589
Q1 2023,Operations,Boston,Training,880090,502794
Q1 2023,Operations,Boston,Equipment,386777,75523
Q1 2023,Operations,Boston,Utilities,625674,763843
Q1 2023,Operations,Boston,Miscellaneous,552638,367138
Q1 2023,Operations,Boston,Marketing,618296,922615
Q1 2023,Operations,Boston,Consulting,881729,708294
Q1 2023,Operations,Boston,Maintenance,550639,793315
Q1 2023,Operations,Boston,Software Licenses,613956,1036011
Q1 2023,Operations,Boston,Healthcare,639873,93216
Q1 2023,Operations,Boston,Security,933809,647922
Q1 2023,Operations,Boston,Catering,338497,796618
Q1 2023,Operations,Boston,Transportation,208869,316115
Q1 2023,Operations,Boston,Legal Fees,66953,151394
Q1 2023,Operations,Los Angeles,Salaries,844890,721692
Q1 2023,Operations,Los Angeles,Office Supplies,501328,485776
Q1 2023,Operations,Los Angeles,Travel,807790,1082921
Q1 2023,Operations,Los Angeles,Training,4267,185951
Q1 2023,Operations,Los Angeles,Equipment,83745,36590
Q1 2023,Operations,Los Angeles,Utilities,877020,576100
Q1 2023,Operations,Los Angeles,Miscellaneous,825945,118627
Q1 2023,Operations,Los Angeles,Marketing,158164,1030425
Q1 2023,Operations,Los Angeles,Consulting,536626,1063636
Q1 2023,Operations,Los Angeles,Maintenance,132484,197011
Q1 2023,Operations,Los Angeles,Software Licenses,532831,436692
Q1 2023,Operations,Los Angeles,Healthcare,893323,141347
Q1 2023,Operations,Los Angeles,Security,952000,146992
Q1 2023,Operations,Los Angeles,Catering,61692,264930
Q1 2023,Operations,Los Angeles,Transportation,221156,688590
Q1 2023,Operations,Los Angeles,Legal Fees,224992,763657
Q1 2023,Operations,Seattle,Salaries,517771,393777
Q1 2023,Operations,Seattle,Office Supplies,831857,609346
Q1 2023,Operations,Seattle,Travel,564044,378132
Q1 2023,Operations,Seattle,Training,544176,84953
Q1 2023,Operations,Seattle,Equipment,692095,784730
Q1 2023,Operations,Seattle,Utilities,834727,421131
Q1 2023,Operations,Seattle,Miscellaneous,115352,759072
Q1 2023,Operations,Seattle,Marketing,870474,312696
Q1 2023,Operations,Seattle,Consulting,86999,79747
Q1 2023,Operations,Seattle,Maintenance,18955,861948
Q1 2023,Operations,Seattle,Software Licenses,825273,442009
Q1 2023,Operations,Seattle,Healthcare,71640,97296
Q1 2023,Operations,Seattle,Security,197582,826129
Q1 2023,Operations,Seattle,Catering,953415,969210
Q1 2023,Operations,Seattle,Transportation,977535,314560
Q1 2023,Operations,Seattle,Legal Fees,745086,502735
Q1 2023,Operations,Austin,Salaries,401573,370934
Q1 2023,Operations,Austin,Office Supplies,426695,695734
Q1 2023,Operations,Austin,Travel,62476,1041635
Q1 2023,Operations,Austin,Training,307955,335876
Q1 2023,Operations,Austin,Equipment,168280,270282
Q1 2023,Operations,Austin,Utilities,676510,143417
Q1 2023,Operations,Austin,Miscellaneous,596468,586568
Q1 2023,Operations,Austin,Marketing,699646,661401
Q1 2023,Operations,Austin,Consulting,638144,941125
Q1 2023,Operations,Austin,Maintenance,855882,5495
Q1 2023,Operations,Austin,Software Licenses,415568,733226
Q1 2023,Operations,Austin,Healthcare,187141,1030920
Q1 2023,Operations,Austin,Security,899320,1035580
Q1 2023,Operations,Austin,Catering,635736,838166
Q1 2023,Operations,Austin,Transportation,539685,470876
Q1 2023,Operations,Austin,Legal Fees,960059,749845
Q1 2023,Operations,Miami,Salaries,179031,872909
Q1 2023,Operations,Miami,Office Supplies,919232,388205
Q1 2023,Operations,Miami,Travel,969021,514704
Q1 2023,Operations,Miami,Training,120180,1032920
Q1 2023,Operations,Miami,Equipment,67234,368282
Q1 2023,Operations,Miami,Utilities,565242,565165
Q1 2023,Operations,Miami,Miscellaneous,179352,342859
Q1 2023,Operations,Miami,Marketing,80459,1004652
Q1 2023,Operations,Miami,Consulting,410995,835856
Q1 2023,Operations,Miami,Maintenance,196004,682176
Q1 2023,Operations,Miami,Software Licenses,467152,142908
Q1 2023,Operations,Miami,Healthcare,942970,957540
Q1 2023,Operations,Miami,Security,955443,824175
Q1 2023,Operations,Miami,Catering,726256,114494
Q1 2023,Operations,Miami,Transportation,953774,235256
Q1 2023,Operations,Miami,Legal Fees,60163,212879
Q1 2023,Operations,Denver,Salaries,476853,444032
Q1 2023,Operations,Denver,Office Supplies,52934,417260
Q1 2023,Operations,Denver,Travel,721255,124151
Q1 2023,Operations,Denver,Training,426523,301929
Q1 2023,Operations,Denver,Equipment,841530,1022280
Q1 2023,Operations,Denver,Utilities,455137,841068
Q1 2023,Operations,Denver,Miscellaneous,6486,830097
Q1 2023,Operations,Denver,Marketing,140407,54611
Q1 2023,Operations,Denver,Consulting,874332,266945
Q1 2023,Operations,Denver,Maintenance,651308,53435
Q1 2023,Operations,Denver,Software Licenses,628083,21746
Q1 2023,Operations,Denver,Healthcare,221184,984438
Q1 2023,Operations,Denver,Security,667490,620940
Q1 2023,Operations,Denver,Catering,350652,486060
Q1 2023,Operations,Denver,Transportation,762315,695319
Q1 2023,Operations,Denver,Legal Fees,643612,672610
Q1 2023,R&D,New York,Salaries,323710,962662
Q1 2023,R&D,New York,Office Supplies,198775,97548
Q1 2023,R&D,New York,Travel,290336,629821
Q1 2023,R&D,New York,Training,788494,959195
Q1 2023,R&D,New York,Equipment,609364,916567
Q1 2023,R&D,New York,Utilities,90780,302164
Q1 2023,R&D,New York,Miscellaneous,153617,868224
Q1 2023,R&D,New York,Marketing,546977,945892
Q1 2023,R&D,New York,Consulting,798606,156060
Q1 2023,R&D,New York,Maintenance,351605,321774
Q1 2023,R&D,New York,Software Licenses,913606,13219
Q1 2023,R&D,New York,Healthcare,890465,382656
Q1 2023,R&D,New York,Security,534636,764161
Q1 2023,R&D,New York,Catering,942218,611737
Q1 2023,R&D,New York,Transportation,39102,385593
Q1 2023,R&D,New York,Legal Fees,75460,849734
Q1 2023,R&D,San Francisco,Salaries,365778,1048825
Q1 2023,R&D,San Francisco,Office Supplies,90930,59955
Q1 2023,R&D,San Francisco,Travel,532089,1066287
Q1 2023,R&D,San Francisco,Training,628438,846284
Q1 2023,R&D,San Francisco,Equipment,728627,463126
Q1 2023,R&D,San Francisco,Utilities,180208,757783
Q1 2023,R&D,San Francisco,Miscellaneous,155697,280734
Q1 2023,R&D,San Francisco,Marketing,214945,477177
Q1 2023,R&D,San Francisco,Consulting,232915,399222
Q1 2023,R&D,San Francisco,Maintenance,728952,122737
Q1 2023,R&D,San Francisco,Software Licenses,209124,379155
Q1 2023,R&D,San Francisco,Healthcare,438477,1019496
Q1 2023,R&D,San Francisco,Security,526830,986530
Q1 2023,R&D,San Francisco,Catering,284821,1040274
Q1 2023,R&D,San Francisco,Transportation,178804,318345
Q1 2023,R&D,San Francisco,Legal Fees,706703,550191
Q1 2023,R&D,Chicago,Salaries,40081,428279
Q1 2023,R&D,Chicago,Office Supplies,719216,1075201
Q1 2023,R&D,Chicago,Travel,356249,498193
Q1 2023,R&D,Chicago,Training,220930,1086647
Q1 2023,R&D,Chicago,Equipment,806497,738790
Q1 2023,R&D,Chicago,Utilities,518313,757150
Q1 2023,R&D,Chicago,Miscellaneous,215532,563634
Q1 2023,R&D,Chicago,Marketing,613380,841397
Q1 2023,R&D,Chicago,Consulting,520332,850922
Q1 2023,R&D,Chicago,Maintenance,317837,447680
Q1 2023,R&D,Chicago,Software Licenses,290106,476351
Q1 2023,R&D,Chicago,Healthcare,29295,731359
Q1 2023,R&D,Chicago,Security,14807,522527
Q1 2023,R&D,Chicago,Catering,436564,37748
Q1 2023,R&D,Chicago,Transportation,158504,354151
Q1 2023,R&D,Chicago,Legal Fees,239067,864004
Q1 2023,R&D,Dallas,Salaries,486008,547112
Q1 2023,R&D,Dallas,Office Supplies,976358,780321
Q1 2023,R&D,Dallas,Travel,958766,412173
Q1 2023,R&D,Dallas,Training,693440,1009307
Q1 2023,R&D,Dallas,Equipment,395540,627576
Q1 2023,R&D,Dallas,Utilities,878699,621829
Q1 2023,R&D,Dallas,Miscellaneous,518923,232573
Q1 2023,R&D,Dallas,Marketing,167981,982899
Q1 2023,R&D,Dallas,Consulting,745699,1013689
Q1 2023,R&D,Dallas,Maintenance,20870,398551
Q1 2023,R&D,Dallas,Software Licenses,953082,516831
Q1 2023,R&D,Dallas,Healthcare,204196,48167
Q1 2023,R&D,Dallas,Security,249683,935422
Q1 2023,R&D,Dallas,Catering,235677,669440
Q1 2023,R&D,Dallas,Transportation,27790,408762
Q1 2023,R&D,Dallas,Legal Fees,644162,365516
Q1 2023,R&D,Boston,Salaries,812721,578339
Q1 2023,R&D,Boston,Office Supplies,449345,245497
Q1 2023,R&D,Boston,Travel,750074,1059583
Q1 2023,R&D,Boston,Training,488462,727287
Q1 2023,R&D,Boston,Equipment,540773,1077133
Q1 2023,R&D,Boston,Utilities,831914,934530
Q1 2023,R&D,Boston,Miscellaneous,87188,455423
Q1 2023,R&D,Boston,Marketing,530036,821054
Q1 2023,R&D,Boston,Consulting,743129,42140
Q1 2023,R&D,Boston,Maintenance,665795,243755
Q1 2023,R&D,Boston,Software Licenses,791141,970538
Q1 2023,R&D,Boston,Healthcare,649249,893543
Q1 2023,R&D,Boston,Security,31355,1043931
Q1 2023,R&D,Boston,Catering,712131,429173
Q1 2023,R&D,Boston,Transportation,452015,965011
Q1 2023,R&D,Boston,Legal Fees,407332,1058775
Q1 2023,R&D,Los Angeles,Salaries,157542,651821
Q1 2023,R&D,Los Angeles,Office Supplies,174416,755008
Q1 2023,R&D,Los Angeles,Travel,306062,945961
Q1 2023,R&D,Los Angeles,Training,839656,807279
Q1 2023,R&D,Los Angeles,Equipment,564586,232415
Q1 2023,R&D,Los Angeles,Utilities,502708,610781
Q1 2023,R&D,Los Angeles,Miscellaneous,867651,626019
Q1 2023,R&D,Los Angeles,Marketing,62629,990458
Q1 2023,R&D,Los Angeles,Consulting,329184,138652
Q1 2023,R&D,Los Angeles,Maintenance,493734,598639
Q1 2023,R&D,Los Angeles,Software Licenses,756195,331610
Q1 2023,R&D,Los Angeles,Healthcare,291160,53810
Q1 2023,R&D,Los Angeles,Security,549248,908072
Q1 2023,R&D,Los Angeles,Catering,821023,181480
Q1 2023,R&D,Los Angeles,Transportation,214920,399930
Q1 2023,R&D,Los Angeles,Legal Fees,890765,537164
Q1 2023,R&D,Seattle,Salaries,243804,903857
Q1 2023,R&D,Seattle,Office Supplies,377965,70635
Q1 2023,R&D,Seattle,Travel,461857,523557
Q1 2023,R&D,Seattle,Training,823827,637512
Q1 2023,R&D,Seattle,Equipment,505492,664278
Q1 2023,R&D,Seattle,Utilities,654983,319855
Q1 2023,R&D,Seattle,Miscellaneous,416916,991793
Q1 2023,R&D,Seattle,Marketing,822052,103888
Q1 2023,R&D,Seattle,Consulting,759574,960096
Q1 2023,R&D,Seattle,Maintenance,129148,263330
Q1 2023,R&D,Seattle,Software Licenses,807991,218567
Q1 2023,R&D,Seattle,Healthcare,487261,646804
Q1 2023,R&D,Seattle,Security,356540,188286
